,text,Ans
1757,worry,negative
1758,sad im going miss seeing pennywise year,neutral
1759,haha thanks shannon   boat got first,neutral
1760,youre watching thisi love you almost died nowshe mean nothing,neutral
1761,woke hour early study test,negative
1762,open  am hope shortly that guarantee though,neutral
1763,work boo pinup playing uncommon ground wednesday night  pm  w devon ave chicago ,neutral
1764,got shower,neutral
1765,hes back meeting  min,neutral
1766,even ie would better,neutral
1767,is pinkwind thing vanessas dad sister made sn th grade,neutral
1768,cant change profile picture facebook,negative
1769,lookd soo freaked outpoor wee thing,negative
1770,omgoodness finally back dinner fam bam,neutral
1771,try dl sims  realize pc dont meet standard requirement need new pc lol,neutral
1772,happy clean squeaky clean,neutral
1773,dont chase  shea fisher download,neutral
1774,hmmwhilst walking city received inviataion suv limo via prom fellows dont dates oh boys,neutral
1775,sickkk its two day since summer started suck already,neutral
1776,s retro prom wishing dance with im gonna miss great dancing nite still blast  drink,neutral
1777,chose iphone httptrimkpae,neutral
1778,got fight ryan he like cry im dead inside sigggh,neutral
1779,adam morgannnn jumbo slice,neutral
1780,bloodypoet whats matter,neutral
1781,name label picture too hadnt added took this httpwwwtwitpiccomhap picture,neutral
1782,still need see movie  vampire,neutral
1783,happy friday weekend everyone  tgif nothing,neutral
1784,yeah ive seen before funny hey honey jill sent  box,neutral
1785, jt snl tonight,negative
1786,studio ghibli year ponyo httpbitlywhar always seems perfect well waiting till august,neutral
1787,going sleep tomorrow exam review,negative
1788,brian cat still hasnt shown upi feel sad sick im afraid hes eaten something doesnt look good,neutral
1789,missing nate usual tonight,neutral
1790,anyone got ffe account so add,positive
1791,ill one groovy guys time shortie short photofollows,neutral
1792,birthday tomorrow jack  weekend,neutral
1793,come never sleep past good,neutral
1794,snuck window im laying roof looking stars nice night tonight,negative
1795,downloaded ton stunning beautiful wallpaper wwwinterfaceliftcom  go look,neutral
1796,one go jimmy fallon justin timberlakedoin gibb bros show snl  httpblipfmzvd,neutral
1797,really really bored bad wont know news thats ok brb x,neutral
1798,cannot relaxing practice graduation,neutral
1799,patchouli oil  incense surge popularity s  s mostly among devotee free love  hippie lifestyles,neutral
1800,hi godd day eweryone im reel good mood day,neutral
1801,whoo bgt really must multitask art work time though back college monday,neutral
1802, according mick jagger hindu ragas sfs sort music,neutral
1803,take big man type sad tweet like that,neutral
1804,better throwing,neutral
1805,going im stuck seem misplaced remote its extra bad tonight well ,negative
1806,big thanks melody gotta love sunshinelots vit,neutral
1807,got baby g wach zi  lady gaga wear eh eh film clip pink love kay thanks heap win olivia,neutral
1808,hey lets follow other wouldnt awesome,positive
1809,loving shoe perez looking fine always ohand lady gaga say outstanding,negative
1810,eveningpicking npop go dinner ta lum tum tum somtummajor avenuedecided go homenot clubing tonite,neutral
1811,paper writing til hearts content,neutral
1812,awww sweetie hope mom wonderful mothers day,negative
1813,yeah dude mike,neutral
1814,its great movie  best welsh flatmate,neutral
1815,got headache hard work today still ready heineken trying finished,neutral
1816,rachel going lunch baixa lot stuff do wanna come ,negative
1817,got gym wno energy,negative
1818,im sad cant go make sad,negative
1819,same going try warm milk im lactose intolerant haha,neutral
1820,picture showing,neutral
1821,take mum jewellery shopping coffee mother day,negative
1822,bring hk lounge tomorrow   drink till pm kareoke think nice sunday,neutral
1823,oh  completely forgot thirsty thursday oh my gaga suck,neutral
1824,wanna feel chin,neutral
1825,haul vidphoto slideshow only fun httpwwwyoutubecomeyezaddiction,neutral
1826,feeling great,neutral
1827,ahhhhhhhhi cant get miley notice me,neutral
1828,coffee brewing musicmonday morning im listening fray heres good week,neutral
1829,wanna  jet mirage couldnt get hawaii either someday much love thewockeez supercrw,negative
1830,finished yet another amazing book susan elizabeth philips god love book much one read next hmmm,negative
1831,oc im seriously screwed havent studied all ,neutral
1832,well retired drummer drum roll need read post since take ton time lol,neutral
1833,new twitter,negative
1834,tired heck wanna go home sleep cant cause im wash till daddy get work,neutral
1835,surfin,neutral
1836,see star trek cant sleeptoo much action cant wind down,neutral
1837,got freakin macbook hoorayyy freakin deleted phootbooth,neutral
1838,ok exagerrated twitter bad guess,negative
1839,happy mother day tell ur mom thats awesome madre  great example archuleta familia,negative
1840,good morning you however its night time me bed hugs great day,neutral
1841,know extremely happy wouldnt change world dont want anybody else,neutral
1842,getting fab portrait ready upload today,neutral
1843,dsl welcome ,neutral
1844,missing mom today made date every year get flower together yr alone felt weird,negative
1845,hot room wanna go swimming,negative
1846,weve got pool still boxed need level suitable patch ground set up,neutral
1847,httptwitpiccomsou  ooo wish hes hot,negative
1848,new found respect know know konami code,neutral
1849,work mo its sunny today see band tonight,neutral
1850,ace  exams,neutral
1851,its sooo hot day put ton sunblock jogging still think face burnt though,neutral
1852,name jason sunshine work too,neutral
1853,took forum access away fail,neutral
1854,lied last weekend said wouldnt get upset fyi,neutral
1855,hahaha guess reinforce skates haha remember u r friend semigod gluten intolence,negative
1856,yeah want know too,neutral
1857,day go oni think im gonna write song it still thinking its impossible get true friend why,neutral
1858,omg meant  youre perfect wolverinesir hehe,neutral
1859,hanging babyy,neutral
1860,yet early,negative
1861,tron oh god whose tire,neutral
1862,arabic girl whos online every one sleep ,neutral
1863,ate something dont know is keep telling thing food,neutral
1864,good morning im soooo tierd,neutral
1865,n get some,neutral
1866,wanna tonight,negative
1867,its  going bed brain cant focus all need fresh new start pray god grant fresh tomorrow,neutral
1868,well nothing flash  different chocolate  change good  meet u yesterday gr atmosphere  discussion,negative
1869,took antibiotic still feel like ,neutral
1870,guy lived city pariswhere u spend entire life trafficjamgrrrr m used anymore,neutral
1871,nomore adventure time,neutral
1872,happy bank holiday monday tweeteramas ill spending day yoga ocd attacks you,neutral
1873,lauras gone weekend miss already,neutral
1874,nutella croissantmangomeloncoffee lovely stalk iris breakfast bed courtesy n house til noon,neutral
1875,whuuurrrrr  gland really swollen now guess weekends blow out,neutral
1876,spare time seems twill spent homework weekend,neutral
1877,lazzzzzzzzzzzzzzzy monday  bank holiday nicole havent u direct msged yet ,neutral
1878,yummy yumcha mothers day mum dad arcel eggpants yuuuuuum httptwitpiccomwx,negative
1879, thing twitterer could without httpmikefrizzicomblogp src  like guy,neutral
1880,wanna bea well bea,neutral
1881,lol catch u,neutral
1882,stupid wireless,neutral
1883,hahaah crys blowing fuse typical move,neutral
1884,spirit week tuesday make eight die later school wednesday thursday then finally sleep friday,neutral
1885,httptwitpiccomnbd  ready d jonas brother experience real brothers included,positive
1886,saw thumb playing virtua tennis,positive
1887,were off im sorry parent coming around  gonna eat them househunt richardson raaaain cheeeck,negative
1888,saw dooope bmw  series parked top backto bad raining,positive
1889,laundry time lot it,neutral
1890,ha ha no thankful dragging mountain today,neutral
1891,great time mpix shootout great thanks mpix,neutral
1892,weather lovely im headed home via supermarket planning spend quality time knitting tonight,negative
1893,sad ending softball season,neutral
1894,woman science  technology conference la jolla  interesting day met really great people,neutral
1895, well gonna fit big long advertisement,neutral
1896,musem equaled fail hall  life closed cause construction,neutral
1897,joined twibe visit httptwibescomspinning join  spinner know respect spinner need coffee,neutral
1898,httptwitpiccomymw im gonna miss guy much thanks making  year senior school amazing,neutral
1899,name,neutral
1900,rain doesnt go away im staying bed week til mommy get,neutral
1901, much enjoyed whats name article,positive
1902,yeahh,neutral
1903, hour till mother day party yeah,negative
1904,arrr bummer want win,neutral
1905,eating roommates cereal sorry bro,positive
1906,good news tooth,positive
1907,yeah im behind classic cinema calendarmaking havent time go see anyway,neutral
1908,aww little girl britains got talent actually love ant n dec oh an simon cowell ,negative
1909,done class freshman year,positive
1910,amazing due time constraint could visit meadow pine forest shall post image later,neutral
1911,httptwittercomfriendspage press previous page,neutral
1912,whats wrong drphil shamefully loved show able watch it,neutral
1913,love love say love me,negative
1914,didnt favorite spotter last tweet go phone,neutral
1915,eeek coming im soo excited see thursday,negative
1916, thanks its annoying,neutral
1917,tired phone walkman work like charm l need better video wap really thanks yesterday buying album,neutral
1918,biggest crush pink doesnt know im alive,neutral
1919,happy mothers day everyone,negative
1920,emergency radio iphone awesome listening johnson county sheriff live scanner stream,neutral
1921,thanks much belated followfriday shout payingitforward,positive
1922,momma day may th dont forget something nice mommyyy,positive
1923, brah u happy,positive
1924,hah ima knock wood pc never crashed yetnor laptop im careful stuff maybe thats,positive
1925,history,neutral
1926,happy birthdayyy hope awesome day didnt see next last night,neutral
1927,oprah guest ever saw one httptinyurlcomdxn,neutral
1928,haha shaved facial hair except moustache cause thought would cool made look gross,negative
1929,new deleriums music video httptrimkpu mixed tiesto guess bill leeb finally forgot musics root,neutral
1930,alexander  course dinner wearing someone el red wine,neutral
1931,nice day like make miss alki,neutral
1932,fizz hes really new people dunno em said hed try,negative
1933,concert hope make guest appearance,negative
1934,arent though lol hes work miss blah wut cha to,neutral
1935,keep trying invite out think shes afraid me,positive
1936,thanks followfriday see u south african holiday fri,positive
1937,ahhh u know really sucks sprained toe ouch,neutral
1938,july,positive
1939,denomination im library everythings blocked,neutral
1940,emoticon christian   httptwitpiccomriq,neutral
1941,good luck service tomorrow wish could see guy vacation,neutral
1942,hey sorry got last night,neutral
1943,yo thomas thanks follow social medium director disney thats awesome id like learn more let lunch,negative
1944,gosh miss singers theater miss learning music acting exercises n especially miss onstage,neutral
1945,good episode top gear tonight,negative
1946,awhile ago freaking hot its wet turn off,neutral
1947,its sad tweet twitter someone misspronouncing word kto make fit card would tweeted it,neutral
1948,ta babe know love curried,neutral
1949,nooooo dont dare lol  im gonna cry  hair,neutral
1950,found thing looking,neutral
1951,sad pay ,negative
1952,made vid proving skill denied step dad said hed disown posted  sowey,neutral
1953,aww helpful getting sweepy here si say whipped cream bed  save u,positive
1954,perth  ford  falcon      new ad received posted hcc site soon,neutral
1955,doneeee wheeee hahaaaaaaaa tired sleepy peter u suck coming bday,neutral
1956,monday morning bathing  soooo relaxing lady luxury would start every day like,neutral
1957,msn crash way much hmph,negative
1958,im angry right  today im doind nothing classmate yes i think stay friend mrcomputer  hope,neutral
1959,social saw g awwww,neutral
1960,hey thanks follow ,positive
1961,enjoyed star trek please,neutral
1962, baby god sad really oh well life partaaay xxxxxxxxxx,negative
1963,cant sleep darn frustrating,neutral
1964,dont want complete hypocrite  attended rrated event  timing ironic,neutral
1965,hey dont write yet little girl youre middle ride,neutral
1966,httptwitpiccomwptj one prized magsbookannuals dunno others published prolly google,neutral
1967,awarded first ever credit card,positive
1968,tt ridiculously sweet,neutral
1969,sorry hear,positive
1970,hey pretty good sucking  daughter exactly  glad see alone good luck mom,neutral
1971,lester guessed her yesterday think something cop out now,neutral
1972,starting account year,neutral
1973,say happy mothers day mom there,negative
1974,yay me but particular,negative
1975,work ill watch later even though its same,neutral
1976,oh final msg  didnt review boardgame bookchase telly didnt even get nice letter,neutral
1977,staying afterschool today friends   id tell em text  lol  likin u  ,neutral
1978,wide awake scoffed s pizza feel like sumo weak day run tomorrow,neutral
1979,ill post,neutral
1980,honor,neutral
1981,man boring today tweeting guys,neutral
1982,yes twin wontt watching,neutral
1983,cut thumb saw small metal again,negative
1984,loving mortal combat right now,neutral
1985,sbarro dinner krispy kreme dessert mmmmm healthy,neutral
1986,im depressed againugh help,neutral
1987,spellingis awful twiiter,neutral
1988,snowbear finally come outcongrats che warren,negative
1989,oh stopped,neutral
1990,start diet today think face never get back kilos unless cut leg off,neutral
1991,mmm pizza dinner yum burnt mouth though ,neutral
1992,screw fact cant post long update twitter,neutral
1993, awake   hate sickness,neutral
1994,beat dont understand,negative
1995,inspired blog something inspirational haha,neutral
1996,happy mothers day everyones mothers motherstobe grandmothers great grandmothersall women salute,negative
1997,hailthunder storm here power keep going off sucks,neutral
1998,tweetup loc dont recognize anyone outside turquoise shirt please see me gc,positive
1999,awwww yur awesome mother keep good work,negative
2000,pissed bluetooth headsets battery lasted cells battery gg moto q,neutral
2001,please dont get watching bb,neutral
2002,ayy fml nothing perfect,neutral
2003,day started wonderful kid cry kitty missing got back posting sign around,neutral
2004,love dawn chorus noisier better miss church bell toocrazy knowwas going cycle friendnot,negative
2005,sure real state market moving confused either hold go ahead plans,neutral
2006,know annoying be there german sayingpleasant anticipation greatest pleasureown translation,neutral
2007, friend request tomorrow im blaming nite,neutral
2008,namaste hooray monday undaunted am wakeup consider am london feel justified bright side everything,neutral
2009,listening busted  am miss,neutral
2010,great idea,neutral
2011,want sleep xd  song head make crazy dont know write song hahhaha,neutral
2012,would one plese suggest great thriller movie,neutral
2013,dennys shut winter  mile get one now,neutral
2014,yes think unless changed sent u happy mother day text u never responded back,negative
2015,one kit brought mouse  eating lobby im sure feed enough,neutral
2016,fenton didnt even finish cleaning room cuz went party ahhhh still messy,positive
2017,didddd met,positive
2018,unfair good rock show happen blore pune,negative
2019,knackered awake since  couldnt sleep started work now coffee toast sound awesome chris busy,neutral
2020,dont care netsexor cam route heaven however lobster sound super good im almost tempted go get some,neutral
2021,nevermind beyonce doesnt twitter haha,positive
2022,claire lol buy u big star war pant  xmas ,neutral
2023,dont ever turn part brain talk  thats fun come,neutral
2024,sabido nada de ti making bit sad must say,neutral
2025,missed math trade,neutral
2026,wellington monet exhibition casually bumped wayne brady hotel lobby mega exciting,neutral
2027,bed  girl,neutral
2028,,neutral
2029,queen like,neutral
2030,think blog shouldve list,negative
2031,going die tomorrow night here,negative
2032, hell yeah missed u last nite lol u like opinion,neutral
2033,nooooo working weekend,neutral
2034,pair fringe tuesday smell like win imo well,neutral
2035,last scheduled corn dog oc shift,neutral
2036,finally finished exam  home watch otalia  pbp bpd  otalia today hmm via httptwibescop,neutral
2037,getting ready day work till close,neutral
2038,justin timberlake andy samberg again mother lover skit snl great,negative
2039,want text first everyday,neutral
2040,yeahh two time weve stood next special times,neutral
2041,thought id tanned hour sun wrongive burnt,positive
2042,song tay vid katy perry,neutral
2043,work disneynot its cracked ta be,neutral
2044,wtf rehearsal got space room booked brother stuff right cant transfer another room studio,neutral
2045,broken cant c,neutral
2046,httpbitlysjnax saying something dont fully understand please let know,negative
2047,sure cant get tweetdeck work computer want know hype,neutral
2048,mega burguer lunch yesterday,neutral
2049,whoooooo im gettin extra hour today afterwards im gonna see get marigold mum ,neutral
2050,bored cold tired lethargic feeling man great holiday monday,neutral
2051,might also want include never wear moonwolf,neutral
2052,go ticketmaster site say no lisa williams event found,neutral
2053,hey guy sun make day gloomy,neutral
2054,texting friend bored gosh hate rain,neutral
2055,replacement iron ring arrived its shiny bit jagged original,neutral
2056,shopping,positive
2057,yup working couldnt recover anything though,neutral
2058,rearry rip youd never guess ate,neutral
2059,well following think interesting  right,neutral
2060,id love see,neutral
2061,andersen thank eric glad u appreciate that,neutral
2062, hour workcry cant survive  weeelcome wonderland sing along,negative
2063,anyone ticket mtv movie awards guy scammed,neutral
2064,beyonce help day im starting get sick,neutral
2065,fine ill get miso soup street,neutral
2066,nothing evening missing lifestory,neutral
2067,awesome ruined white clothes never remember separate,negative
2068,its weird waking bed slightly comforting miss group im loving using pillow again,neutral
2069,skipped could get messy rofl,positive
2070,computer geek entertaining think,neutral
2071,miss,neutral
2072,thats good sentence,neutral
2073,d making people unhappy dun like unhappiness,neutral
2074,oh god look how use twitter hopeless that,neutral
2075,studying  econ test,neutral
2076,problem think its great thing reflect on,neutral
2077,yeahi hope turn out  minutes,neutral
2078,see unveiling new lr arrangement official event planned,neutral
2079,iamkiara im sick fell last night outside coz putting something bin,neutral
2080,hear you cant think layout either lol ive trying dont know long,neutral
2081,yay got internet itouch working,positive
2082,nice elise rolled thas wassup fun ladies,negative
2083,safe ride coast dont going  even though can windy smile cuz u know u better,neutral
2084,sleeptake twothis better work,positive
2085,wear glass today co right eye swollen dont know,neutral
2086,lafff rain,neutral
2087,love boy make happy look sexiest plain black boxer p,negative
2088,grrrrrrrrrrrrrr ive barely read,neutral
2089,httptinyurlcomateltl  rocksteady pt ii,neutral
2090,woohooo cool see knew u would get see,neutral
2091, convention  httptrimmlvw  doesnt look great year  going vega sound much fun,neutral
2092,yes blame,neutral
2093,picture zack saved bell httptwitpiccomlg,positive
2094,cant fix it guess ill write get bored watch tv man lame,neutral
2095,wish happy mothers day mom there,negative
2096, potter also category hehe  love too much,neutral
2097,google too maybe actually knew answer lol p put uo pic already last night im getting anxious,neutral
2098,super excited bought tix see hey monday  again svetlana j denverco,neutral
2099,woop right try get  sleep haha  hot good nightt x,neutral
2100,guy neither its getting better,neutral
2101,try fireflight first female fronted metal awesome  unbreakable album would good start,neutral
2102,hows possible rain forecast pinkpop ticket,negative
2103,im sure tweet business simple thing difficult,neutral
2104,june   chino hills ca  day rained n june socalwe outside grad  move  gym,neutral
2105,walking street harlem home sweet home,neutral
2106,rod stewarts new song,neutral
2107,like clarify unable acc review vibrator testrun any not invitaiton freebie,negative
2108,momma martini went food shopping without me,positive
2109,live small market deliver dayold bread food bank time really tough even,neutral
2110,good morning its friday start work week but lakers going take th w tonight woohoo go lakers,neutral
2111,really tired work whole day tomorrow thought depresses me uncoooool,neutral
2112,james cameron touch something revolutionizes it someone else come along ,positive
2113,kno im sad evry leavin horrible im supposed b happy summer cant ima miss evry,neutral
2114,nacho tudors think,neutral
2115,good morning dan its bday plan getting exercise today love ya see nyc,neutral
2116,found friend son fell ft shaft onto concrete today alive least dont know much else,negative
2117,tired sad,neutral
2118,theyre gone,neutral
2119,whats fault,neutral
2120,httptwitpiccomswx  wish calling cant malta,neutral
2121,hardly worked last two week losing weight fear im losing muscle made doc appt injured foot,neutral
2122,u say shoutout nikki please soulja boy tell em live live  httpustreamuhs,positive
2123,hide berry like slave regularly today caught massa  im def light enough juice pouring slave,neutral
2124,diamond comptition  yaayy tomorow diamond dance  best  still montral ,neutral
2125,sitting here waiting go gymalmost left realized never charged ipod trip wisconsinits dead,neutral
2126,fighter  christina aguilera love song,neutral
2127,warmed nicely outside suck stuck inside coding,neutral
2128,httptwitpiccomwua  sunny day vivocity yupz showered run airconditioned mall,neutral
2129,know its law rebel small things,neutral
2130,thanks tweetstats confirmed long suspected twitter keeping way late ht httptwurlnloaerf,positive
2131,babylove em homenagem ao baby,neutral
2132,wont going oxford internet institute sunner doctoral programme brisbane lack funding,negative
2133,dont saw movie,neutral
2134,ur pic its nice look cuteoh,neutral
2135,watching film recovering operation,negative
2136,day computer end dang hate allowed computer,neutral
2137,im going kill tt  wasted hundred download realised got wrong one,neutral
2138,guys follow rx twitterwar dd go ginoooo,neutral
2139,school going absolutely horrible today peace out ,neutral
2140,httptwitpiccomwhx  lucky im jealous even though dont like much,positive
2141,sadface,neutral
2142,get feeling going make wait get home tell im denied vittles bww,positive
2143,hand oops completely forgot,neutral
2144,problem least look floor wont see banana skin brain  step once almost got killed,neutral
2145,dam missed hollyoaks nite,neutral
2146,theres relisting fee dont complete sale sucks,neutral
2147,coach imho soft best keep chaos straight httpbitlyyufil,neutral
2148,childish lol co one said pic jake earth made vomit,neutral
2149,err think theyre like  buck ticket cause d too expensive,neutral
2150,aww stanley still got him live like  year right x,neutral
2151,httptwitpiccomuh  leon look supa fly mini couch,neutral
2152,carter hey brian littrell there doesnt really like kinda page rigth kisses loev guys,neutral
2153,go uga so liked better knew ha,neutral
2154,trouble breathing painand  fever ,neutral
2155,im feel deflated ugh dog,neutral
2156,grant hey donna lovely see twitter,neutral
2157,read something happy,neutral
2158,good morning rsa twitterverse please send happy vibe  cheerfulness today im feeling little sad,negative
2159,clonecloud actually its distant processor provisioning like idea httpbitlybv,neutral
2160,well nice loving new friend organiser too,negative
2161,recession,neutral
2162,reeeally wish could havent n whilewhats goin lately,neutral
2163,also swirly flat white,negative
2164,posted world pinhole day love picture httptwitpiccomjbd,neutral
2165,oh poor atleast get paid staying back or,neutral
2166,ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala love songggggg p got lost morrison,neutral
2167,look sooooo pretty love dang wish ny could c u ur thang,neutral
2168,lmao yep,negative
2169,aaaaaaaa hate  winshit,neutral
2170,ugh hate car miss little ford focus,neutral
2171,every mom mommy mother happy mothers day hope something special fun today,negative
2172,go work,neutral
2173,soo love beyonces song smash you,neutral
2174,it back pakistan  httpbkitecomkbp,neutral
2175,doing,neutral
2176,huge headachegoodnight,neutral
2177,suck,neutral
2178,thats said,neutral
2179,good time  must sleep lol gym  dance rehearsal like  hours,negative
2180,trip really great cant belive summer,neutral
2181, halla ok got cold trying ignore you,neutral
2182,tweeting ally court last time sad sad moment,negative
2183,iddon blerrrrrrrrrrgh im hot sticky,neutral
2184,dinner eating bangus its fish,neutral
2185,feel ill think im dehydrated,neutral
2186,biology final today home prepare psychology,neutral
2187,think steph enjoy first mothers day tomorrow,neutral
2188,got home school assignments,neutral
2189,lt training today ehhh hard tall hard was feel good sunday race day again raining lost mud,neutral
2190,who going see reemer wednesdayy kirsty going a im well exited ,negative
2191,miss u roommate,neutral
2192,jersey weather  good charity drive,neutral
2193,oh didnt realize  well already work today still car dont ask,neutral
2194, im sure would make mr koons happy,neutral
2195,happy mothers day valk,negative
2196,know im wrong  give one chance sent  ,neutral
2197,would like gaming system,neutral
2198,ive since  im  hour tomorrow,neutral
2199,rosaen love new bracelets im proud sistayou rock girly,neutral
2200,going home enjoy left day  cant believe quickly week flew by time tweet,positive
2201,laze  its bank holiday law,neutral
2202,potluck danielle taking veggie tray miss,neutral
2203,think cold getting worse better cant stop coughing  really sucks,neutral
2204,time start unfollowing people think,neutral
2205,tix limboas usual upssucks,neutral
2206,oooh gosh google wave looking pretty sexy lunch times though back powerpoint significantly le sexy,negative
2207,go bq new outdoor furniture,neutral
2208,sachie yna doesnt know password yet,neutral
2209,interview picked ny too probably forgot blogtalk radio,neutral
2210,hard time falling asleep,neutral
2211,oh kasa please lose hair,neutral
2212,im thinking bout life need bed fiance bed first,neutral
2213,flat tire city,negative
2214,hate exam  first time last time school im   years yaaaay ,neutral
2215,hope u alright final,neutral
2216,hey socialmediatv  im new  recorded show viewable later too thanks social medium tv live  httpustreamnjv,neutral
2217,hello everyone im sitting rocking  sam air best classic rock station twitter,neutral
2218,schwarzenegger proposes closing  state park httpbitlymhkz,neutral
2219,httptwitpiccomwgp  bambi eat,neutral
2220,home pukey boy poor little baby,neutral
2221,hes amazing jockey saw clydesdale commercial tooloved it,neutral
2222,let know go babe good luck,negative
2223,good morning since am quiet you,neutral
2224,amazing night drive,neutral
2225,sam go shoot self,neutral
2226,midnight icecream weather  bored,neutral
2227,gun rose baby yay hopin would blipfm,neutral
2228,kinda like car situation lately prevented participating due carlessness,neutral
2229,sooo childrens museum closed fund raiser got there annoying,neutral
2230,free all good nite mean good nite wateva,neutral
2231,pulled direction knowing go,negative
2232,im senior already,neutral
2233,yea someone getting best me,neutral
2234,cleaning day today run stuff setting schedule week feel much better calmer too,positive
2235,using yahoo pipe combine feed  doable  reliable guess,positive
2236,sometimes spam leak message board,neutral
2237,thats odd its lap maybe thats cat o s,neutral
2238,cuz feel way,neutral
2239,leaving work going crystal search license picking bia up heading vegas ugh im tired already,neutral
2240,finally xmen origins wolverine arrived time play game like mad man its time review patrick,neutral
2241,love album guy cant wait official release curious top  softsynthsdaw used it,neutral
2242,thanks nice blog post however given cred since done least half work,positive
2243,chirstina said shes gunna twitter no partner,neutral
2244,yr coworkers hogging jukebox  union jacks,neutral
2245,love much tay  youre amazing  come denmark love,neutral
2246,buying pretty shiny bead thing feel quite girlish httpelisemlivejournalcomhtml,neutral
2247,enjoying cool breeze beach help relax unwind,neutral
2248,shuld dance like seriously best thing haha see yu tomoro,negative
2249,cant stevie wonder gabe called sleepypants gaby,neutral
2250,no new orleans since katrina ,neutral
2251,cant believe already friday omg done,positive
2252,alixs graduation party,neutral
2253,bioshock fantastic first time played it sleep bioshock tomorrow,neutral
2254,love song starting think one knew one sameperson,neutral
2255,swing those didnt get close,neutral
2256,suck dont drawing tablet,neutral
2257,month left high school thank god ready summer,neutral
2258,musicmonday nicest thing kate nash,negative
2259,need sleep,neutral
2260,lucky e went jealous,positive
2261,lately ive waking sun face today,positive
2262,x its glasgow,neutral
2263,ha first request sending paper copy thesis,neutral
2264,looking forward driving storm,negative
2265,omg much fun watcing house bunny courto isa ledge sending link ,neutral
2266,imma miss dem kobe nd bron commrcials wen cleveland get knocked doe wer funny,positive
2267,thanks man appreciate it rock sir,neutral
2268,want new hair now frank wont talk,neutral
2269,want see badly,neutral
2270,thinking excited guy move realized sad see go,neutral
2271,really sorry becausei looking forward it thought itd fun u wanted hear itiowe u beer,neutral
2272,sick years omg suck bad sickness ended including full restroom cleanup,neutral
2273,where song,neutral
2274,working attempting keep squirrel away squirels  jesska  stick spider,neutral
2275,shrugs funny plus know enjoyed tweet   love you,neutral
2276,ss au fshionwk zimmermannillionaredhini  gail sorrondaromance bornlisa hocassette societyloved tutu balmain ispired,neutral
2277,day crappy want cry,neutral
2278, friend going jealous,negative
2279,sad leave beautiful apartment,neutral
2280,still craving cheeseburger,neutral
2281,dont say,neutral
2282,cup tea cold its tasting really good,neutral
2283,never realized good techmeme actually read duh avid tech crunch reader much better,negative
2284,make full girl ,neutral
2285,heyy you,neutral
2286,radio royal transmitter packed today good anyone got spare shed lol,neutral
2287,lol wow thats good haha still cant believe its mothers day,positive
2288,saw cute movie passed place called peasant kitchen wtf name kinda sad,positive
2289,its across water all damned expensive,neutral
2290,guess im gonna try nap thing day since kid havent cooperated yet week im sure day wont different,negative
2291,another week begins one got better last,neutral
2292,im following you im following you im sorry ahhahah missed you,neutral
2293,bear like,neutral
2294,ugh need job one hiring,neutral
2295,way back dublin omg didnt hit bed  sleepy road back good ole dublin p ,neutral
2296,dont wanna work hour shift today id rather whisper sweetnothings earpiece lady friends cellphone,neutral
2297,internet  drawing   im backing blackberry file could take hour drawing prep done,neutral
2298,make decision like always choose black,neutral
2299,im suffering restless leg butt syndrome,negative
2300,hey next uk,neutral
2301,hope nice relaxing day hope well wishing best,neutral
2302,got go work slight hangover gd nite thou,neutral
2303,happy mother day vicky mother read this,negative
2304,im sunburnt arms burnt mouth skin coming,neutral
2305,staying home im badass,neutral
2306,really bad one also classic,neutral
2307,want summer now sprinkling still,neutral
2308,birthday weekend cant find ex hid dane cook ticket tomorrow wtf thats wanted birthday,neutral
2309,voter paint peeled skin maybe skin peeled voter paint,neutral
2310,wakenbake monday,negative
2311,cant say ive tried again havent tried sword either yet anyway,negative
2312,weekend probably best still another day go,negative
2313,testfest weer een groot succes,neutral
2314,pool today stupid weather,neutral
2315,youremyheroine  really know feelin wish could hug,neutral
2316,getting early,negative
2317,im going estonia woohoo,neutral
2318,stjohn thats hope for,neutral
2319,meant looking like tiger  stupid predictive text,neutral
2320,finished playing mahjong lost  mag weisheng,neutral
2321,new site stuck google sandpit test skill come back out,negative
2322,thanks im twitter,neutral
2323,im oh bored buut almost  day til leave france,neutral
2324,overcome whatever dart enemy may try stop with weve gotta stay focused tweetz god bless you,neutral
2325,kimmeh too miss it i however humpthestump rest life,negative
2326,cant help feel today massive michael jackson rumour day cue mj haters,neutral
2327,ive made way round park jogging quite pleased th outing,neutral
2328,ipod died today,neutral
2329,new van nice one,negative
2330,birthday girl house tweet tweet suckas,neutral
2331,finger hurt,neutral
2332,following new sanctuary fans see wonder sanctuarysunday  good meet all,neutral
2333,old blue g slow code nowadays laptop ive borrowed work  let lounge browse,neutral
2334,ess since away  come tucson,neutral
2335,saw blink show tmobile party im speachless,neutral
2336,homework ew fml pull nighter think im gonna,neutral
2337,u go lmk lets go together,neutral
2338,watching tiny nephew perfect baby,neutral
2339,happy mother day mom its tough job totally worth it,negative
2340,gave tumblr api isnt pointing private account,neutral
2341,oh insomnia hate you im bored staring ceiling cano go sleepnow please,neutral
2342,two oclock please come faster,neutral
2343, nooo dont know whyi click tweetdeckmanualblinkair doesnt run sad,neutral
2344,arcelay httptwitpiccomxvw  got chased male chihuahua looked like pregnant today black ,neutral
2345,walked home rain,neutral
2346,ahaha thats okay thanks,neutral
